os_id;country_id;url_id;browser;latency;age;gender;registered;date_id
MI10_14  ;DK;/apis/onSite/pGateway/specification         ;Edge      ;523;31-50;M;0;31
IOS14_7_1;RU;/apis/onSite/pGateway/introduction          ;Firefox   ;208;31-50;M;0;31
A10      ;PK;/                                           ;Firefox   ;341;51+  ;M;0;31
IOS15_3_1;IO;/apis/onSite/pGateway/introduction          ;Opera     ;847;18-30;M;1;31
IOS8_3   ;NP;/packages                                   ;Opera     ;382;51+  ;M;1;31
IOS15_6_1;DK;/                                           ;Safari    ;402;18-30;M;0;32
IOS15_5  ;JP;/                                           ;Safari    ;170;31-50;M;1;33
IOS14_6  ;VN;/apis/onSite/pGateway/hardware              ;Chrome    ;543;51+  ;M;1;34
IOS15_2  ;GB;/                                           ;Chrome    ;279;31-50;M;0;34
IOS15_4_1;ES;/apis/onSite/pGateway/deployment            ;Edge      ;491;18-30;F;0;34
IOS14_6  ;BE;/apis/onSite/pGateway/deployment            ;Edge      ;422;18-30;M;1;34
A9       ;PK;/apis/onSite/pGateway/introduction          ;Firefox   ;623;18-30;M;0;34
IOS16_0  ;VN;/apis/onSite/pGateway/specification         ;Opera     ;434;51+  ;M;0;34
A6       ;BG;/apis/onSite/pGateway/specification         ;Opera     ;642;18-30;F;0;34
IOS11_0  ;TR;/                                           ;Safari    ;204;31-50;M;0;34
IOS14_7  ;IR;/                                           ;Safari    ;278;18-30;F;0;34
IOS11_0  ;EE;/getting-started                            ;Chrome    ;964;51+  ;M;1;35
A11      ;EG;/sdk/mobile/myport/specification            ;Chrome    ;384;51+  ;M;0;35
A10      ;SG;/sdk/mobile/myport/introduction             ;Chrome    ;691;31-50;M;0;35
LX       ;MT;/sdk/mobile/myport/introduction             ;Chrome    ;362;18-30;M;1;35
A8_1_0   ;CZ;/apis/cloud/robot/usage                     ;Chrome    ;442;31-50;F;0;35
IOS15_4_1;CZ;/apis/onSite/pGateway/introduction          ;Chrome    ;232;18-30;F;0;35
IOS14_6  ;AU;/packages                                   ;Chrome    ;243;18-30;F;1;35
W7       ;SG;/sdk/mobile/myport/usage                    ;Edge      ;453;51+  ;F;0;35
A10      ;ES;/apis/cloud/robot/introduction              ;Edge      ;513;18-30;F;0;35
IOS15_2  ;SI;/apis/cloud/statusIndicators/specification  ;Edge      ;602;51+  ;M;0;35
IOS15_7  ;IR;/apis/cloud/robot/specification             ;Edge      ;584;51+  ;F;0;35
IOS13_2_3;FR;/packages                                   ;Edge      ;576;31-50;F;1;35
IOS15_4  ;ZW;/apis/onSite/pGateway/specification         ;Firefox   ;306;18-30;F;0;35
MI10_14  ;BR;/apis/onSite/pGateway/specification         ;Firefox   ;361;18-30;M;0;35
IOS8_3   ;CR;/packages                                   ;Firefox   ;191;31-50;M;0;35
IOS15_4  ;SI;/apis/onSite/pGateway/hardware              ;Firefox   ;204;18-30;M;0;35
IOS8_3   ;ZA;/sdk/mobile/myport/requirements             ;Firefox   ;370;18-30;M;1;35
A8_1_0   ;BH;/sdk/mobile/myport/introduction             ;Firefox   ;413;51+  ;M;0;35
IOS15_6  ;NP;/news                                       ;Firefox   ;362;31-50;F;1;35
LX       ;ZA;/sdk/mobile/myport/download                 ;Firefox   ;165;51+  ;F;0;35
IOS15_4  ;PT;/                                           ;Firefox   ;957;31-50;F;0;35
A8_0_0   ;AE;/packages                                   ;Firefox   ;364;51+  ;F;1;35
IOS8_3   ;DE;/                                           ;Firefox   ;384;51+  ;F;1;35
IOS15_6  ;ZA;/                                           ;Opera     ;803;18-30;M;0;35
A6       ;TH;/                                           ;Opera     ;273;31-50;M;0;35
A11      ;RO;/                                           ;Opera     ;202;51+  ;M;1;35
A11      ;IT;/sdk/mobile/myport/release-note             ;Opera     ;364;51+  ;M;0;35
MI10_15  ;SK;/apis/onSite/pGateway/introduction          ;Opera     ;194;31-50;F;0;35
IOS15_6  ;SE;/apis/onSite/pGateway/deployment            ;Opera     ;346;31-50;F;1;35
IOS14_6  ;HU;/sdk/mobile/myport/specification            ;Opera     ;354;51+  ;F;0;35
A12      ;IT;/sdk/mobile/myport/usage                    ;Opera     ;379;51+  ;M;1;35
A11      ;SG;/packages                                   ;Opera     ;375;31-50;F;0;35
LX       ;CA;/apis/onSite/pGateway/introduction          ;Opera     ;303;18-30;F;0;35
IOS14_7  ;US;/apis/onSite/pGateway/security              ;Opera     ;485;51+  ;M;1;35
IOS15_7  ;JP;/sdk/mobile/myport/download                 ;Safari    ;507;31-50;M;0;35
W7       ;ID;/sdk/mobile/myport/requirements             ;Safari    ;567;51+  ;M;0;35
IOS15_4  ;EE;/packages                                   ;Safari    ;998;51+  ;F;1;35
IOS15_4  ;SE;/packages                                   ;Safari    ;623;18-30;M;1;35
IOS15_3  ;UA;/                                           ;Safari    ;932;51+  ;M;1;35
A11      ;NL;/apis/cloud/robot/specification             ;Chrome    ;464;51+  ;M;0;36
IOS16_0  ;SI;/apis/cloud/robot/introduction              ;Chrome    ;279;51+  ;F;1;36
IOS16_0  ;SE;/apis/cloud/robot/introduction              ;Chrome    ;404;18-30;F;1;36
IOS15_5  ;BA;/sdk/mobile/myport/introduction             ;Firefox   ;577;51+  ;M;0;36
MI10_13  ;MA;/apis/cloud/robot/specification             ;Firefox   ;488;31-50;M;0;36
IOS8_3   ;IR;/                                           ;Firefox   ;198;51+  ;M;0;36
A8_1_0   ;VN;/apis/cloud/robot/usage                     ;Firefox   ;245;31-50;F;1;36
A6       ;TR;/                                           ;Firefox   ;260;31-50;M;0;36
MI10_13  ;RS;/sdk/mobile/myport/specification            ;Firefox   ;298;31-50;F;0;36
A12      ;AR;/packages                                   ;Opera     ;446;51+  ;F;0;36
W8_1     ;VN;/packages                                   ;Opera     ;523;51+  ;M;0;36
IOS15_2  ;VN;/                                           ;Opera     ;315;51+  ;M;0;36
IOS14_7_1;AT;/apis/cloud/robot/introduction              ;Opera     ;343;51+  ;F;0;36
MI10_13  ;DK;/sdk/mobile/myport/introduction             ;Opera     ;344;31-50;F;0;36
A12      ;IL;/sdk/mobile/myport/download                 ;Safari    ;250;51+  ;F;0;36
IOS14_6  ;EE;/apis/cloud/robot/usage                     ;Safari    ;977;18-30;F;1;36
IOS11_0  ;MA;/apis/cloud/robot/usage                     ;Safari    ;480;18-30;F;0;36
IOS15_3_1;HR;/sdk/mobile/myport/requirements             ;Chrome    ;512;51+  ;F;0;37
A6       ;CZ;/                                           ;Chrome    ;427;51+  ;F;1;37
IOS14_7_1;CN;/apis/cloud/robot/usage                     ;Chrome    ;1069;18-30;F;0;37
MI10_14  ;CR;/                                           ;Chrome    ;701;31-50;F;1;37
MI10_13  ;HR;/packages                                   ;Chrome    ;386;31-50;F;0;37
IOS15_6  ;DK;/                                           ;Edge      ;420;18-30;F;1;37
A13      ;MA;/                                           ;Firefox   ;148;31-50;F;0;37
A10      ;CA;/                                           ;Firefox   ;740;51+  ;M;0;37
MI10_15  ;ZA;/apis/cloud/robot/usage                     ;Firefox   ;525;18-30;M;0;37
IOS8_3   ;ZW;/packages                                   ;Opera     ;248;31-50;F;0;37
IOS15_4  ;AU;/apis/cloud/robot/introduction              ;Opera     ;1006;18-30;F;0;37
IOS11_0  ;FR;/sdk/mobile/myport/introduction             ;Opera     ;521;31-50;F;0;37
IOS15_4  ;MX;/apis/cloud/robot/introduction              ;Safari    ;486;51+  ;M;0;37
IOS13_2_3;SE;/apis/cloud/robot/specification             ;Safari    ;299;51+  ;M;1;37
MI10_14  ;SK;/apis/cloud/robot/specification             ;Chrome    ;430;18-30;F;0;38
IOS15_3  ;SE;/apis/cloud/statusIndicators/specification  ;Chrome    ;373;31-50;F;1;38
IOS15_6  ;UA;/apis/onSite/pGateway/hardware              ;Chrome    ;129;18-30;F;0;38
IOS14_7  ;EG;/                                           ;Chrome    ;510;31-50;M;0;38
MI10_15  ;CN;/apis/cloud/robot/specification             ;Edge      ;568;31-50;F;1;38
MI10_13  ;GE;/                                           ;Edge      ;218;18-30;M;0;38
IOS14_7  ;MT;/apis/onSite/pGateway/introduction          ;Edge      ;234;18-30;F;0;38
A10      ;PT;/terms-conditions                           ;Edge      ;420;18-30;F;1;38
MI10_15  ;JP;/                                           ;Firefox   ;437;18-30;M;0;38
IOS15_3  ;SK;/apis/cloud/robot/usage                     ;Firefox   ;607;51+  ;F;0;38
IOS15_3_1;TH;/apis/cloud/robot/usage                     ;Firefox   ;415;18-30;M;1;38
IOS15_4  ;NZ;/terms-conditions                           ;Firefox   ;370;18-30;F;1;38
IOS15_6  ;MA;/packages                                   ;Opera     ;333;18-30;M;0;38
LX       ;IE;/apis/cloud/robot/introduction              ;Opera     ;364;31-50;F;1;38
W8_1     ;SG;/packages                                   ;Opera     ;834;51+  ;M;0;38
IOS8_3   ;BR;/apis/cloud/robot/introduction              ;Opera     ;357;31-50;M;0;38
IOS13_2_3;IE;/                                           ;Opera     ;849;18-30;M;1;38
W7       ;KR;/                                           ;Opera     ;161;51+  ;M;1;38
IOS14_6  ;GE;/apis/cloud/liveVisualization/specification ;Safari    ;238;31-50;M;1;38
IOS15_6_1;LT;/                                           ;Safari    ;277;31-50;F;1;38
LX       ;MA;/apis/cloud/statusIndicators/specification  ;Safari    ;164;31-50;F;1;38
IOS11_0  ;SI;/terms-conditions                           ;Safari    ;205;31-50;M;1;38
W7       ;AE;/terms-conditions                           ;Safari    ;512;31-50;F;1;38
A9       ;NZ;/apis/onSite/pGateway/introduction          ;Chrome    ;487;18-30;M;1;39
IOS15_2  ;IL;/                                           ;Edge      ;237;31-50;F;1;39
IOS15_4_1;VN;/apis/onSite/pGateway/specification         ;Firefox   ;354;51+  ;F;0;39
A12      ;AR;/                                           ;Opera     ;446;51+  ;F;0;39
IOS15_6  ;MA;/                                           ;Opera     ;333;18-30;M;0;39
IOS15_5  ;ZA;/                                           ;Opera     ;1065;31-50;F;0;39
IOS14_6  ;PL;/                                           ;Opera     ;340;51+  ;F;0;39
IOS13_2_3;TR;/packages                                   ;Chrome    ;491;31-50;M;0;40
MI10_14  ;TH;/apis/cloud/robot/introduction              ;Edge      ;641;18-30;F;1;40
IOS15_6_1;KR;/apis/cloud/robot/introduction              ;Edge      ;315;18-30;M;0;40
MI10_15  ;CR;/apis/cloud/robot/usage                     ;Edge      ;802;31-50;M;1;40
A8_1_0   ;SE;/apis/cloud/robot/specification             ;Firefox   ;334;51+  ;F;0;40
IOS15_2  ;PL;/apis/cloud/robot/introduction              ;Firefox   ;643;18-30;F;0;40
IOS15_7  ;SE;/apis/cloud/robot/usage                     ;Opera     ;572;51+  ;F;0;40
MI10_13  ;SI;/                                           ;Opera     ;525;51+  ;M;1;40
A8_1_0   ;AT;/                                           ;Safari    ;476;18-30;F;0;40
A9       ;SE;/                                           ;Firefox   ;211;18-30;F;0;41
IOS15_3_1;CA;/                                           ;Safari    ;121;31-50;M;0;41
IOS15_6_1;MA;/                                           ;Safari    ;332;18-30;F;1;41
MI10_13  ;RS;/                                           ;Edge      ;263;31-50;M;1;42
IOS15_7  ;IL;/                                           ;Edge      ;401;51+  ;M;1;43
A12      ;GR;/                                           ;Opera     ;294;18-30;F;1;43
W10      ;CR;/                                           ;Chrome    ;476;18-30;F;0;44
LX       ;CH;/apis/cloud/statusIndicators/introduction   ;Chrome    ;666;18-30;M;1;44
A12      ;BR;/apis/cloud/statusIndicators/specification  ;Edge      ;451;18-30;F;0;44
IOS15_6  ;HU;/                                           ;Edge      ;876;51+  ;F;1;44
A6       ;IE;/apis/cloud/statusIndicators/introduction   ;Edge      ;258;18-30;M;1;44
IOS15_3  ;CA;/packages                                   ;Firefox   ;189;18-30;M;0;44
A10      ;TR;/packages                                   ;Opera     ;166;51+  ;M;1;44
A8_1_0   ;ES;/                                           ;Opera     ;1095;31-50;M;1;44
IOS14_6  ;CN;/apis/cloud/statusIndicators/specification  ;Opera     ;393;18-30;F;0;44
A9       ;CN;/apis/cloud/statusIndicators/specification  ;Safari    ;897;31-50;F;1;44
LX       ;AR;/apis/cloud/statusIndicators/introduction   ;Safari    ;468;18-30;M;0;44
LX       ;AR;/                                           ;Safari    ;317;31-50;M;1;44
IOS15_4_1;CA;/apis/onSite/pGateway/hardware              ;Chrome    ;330;51+  ;F;1;45
MI10_14  ;FI;/                                           ;Chrome    ;591;31-50;M;0;45
IOS15_5  ;SE;/getting-started                            ;Edge      ;842;18-30;M;0;45
A8_0_0   ;GB;/                                           ;Edge      ;103;31-50;M;0;45
IOS15_4  ;ID;/apis/onSite/pGateway/specification         ;Firefox   ;519;18-30;M;1;45
A12      ;ZW;/packages                                   ;Firefox   ;805;18-30;M;0;45
A10      ;IR;/                                           ;Firefox   ;394;51+  ;F;0;45
A8_1_0   ;PE;/                                           ;Firefox   ;406;31-50;M;0;45
IOS15_6_1;JP;/apis/onSite/pGateway/deployment            ;Opera     ;100;31-50;M;1;45
IOS15_6_1;TR;/apis/onSite/pGateway/introduction          ;Safari    ;153;51+  ;F;1;45
A12      ;NP;/apis/onSite/pGateway/security              ;Safari    ;877;31-50;F;0;45
W8_1     ;IR;/                                           ;Chrome    ;257;31-50;M;0;46
A10      ;PT;/                                           ;Edge      ;420;18-30;F;1;46
IOS15_7  ;EG;/packages                                   ;Opera     ;519;31-50;M;0;46
IOS14_7  ;PE;/                                           ;Safari    ;328;18-30;F;0;47
IOS15_3  ;IO;/apis/cloud/statusIndicators/introduction   ;Chrome    ;186;18-30;F;1;48
MI10_14  ;BH;/packages                                   ;Firefox   ;197;18-30;F;1;48
A12      ;NP;/                                           ;Firefox   ;329;51+  ;M;0;48
IOS15_6  ;BA;/news                                       ;Firefox   ;1229;51+  ;F;1;48
A13      ;AU;/apis/cloud/statusIndicators/specification  ;Opera     ;267;51+  ;F;0;48
IOS15_6_1;BH;/                                           ;Opera     ;328;31-50;F;0;48
IOS8_3   ;IE;/packages                                   ;Opera     ;987;18-30;M;0;48
IOS13_2_3;IL;/                                           ;Opera     ;500;51+  ;F;1;48
IOS11_0  ;ES;/apis/cloud/statusIndicators/introduction   ;Safari    ;310;18-30;M;1;48
A8_1_0   ;IE;/                                           ;Safari    ;612;18-30;F;1;49
IOS15_4  ;SE;/                                           ;Chrome    ;317;18-30;F;0;50
IOS15_3  ;CR;/apis/cloud/statusIndicators/specification  ;Chrome    ;765;51+  ;M;1;50
MI10_13  ;NP;/apis/cloud/statusIndicators/specification  ;Edge      ;381;51+  ;M;1;50
W10      ;RS;/                                           ;Edge      ;598;18-30;M;0;50
IOS8_3   ;TR;/                                           ;Edge      ;1063;31-50;M;0;50
IOS14_6  ;BG;/                                           ;Edge      ;415;18-30;F;0;50
A10      ;UA;/packages                                   ;Firefox   ;501;18-30;F;0;50
IOS16_0  ;CZ;/apis/cloud/statusIndicators/specification  ;Firefox   ;959;31-50;F;1;50
IOS15_6  ;ZA;/apis/cloud/statusIndicators/introduction   ;Firefox   ;325;18-30;F;1;50
LX       ;MA;/apis/cloud/statusIndicators/introduction   ;Opera     ;621;18-30;F;0;50
A12      ;IE;/                                           ;Opera     ;503;18-30;F;0;50
IOS15_4  ;JP;/packages                                   ;Opera     ;86;31-50;F;0;50
LX       ;PL;/apis/cloud/statusIndicators/introduction   ;Safari    ;460;51+  ;M;1;50
IOS11_0  ;TH;/                                           ;Firefox   ;558;18-30;M;0;51
IOS15_4  ;MX;/                                           ;Safari    ;471;51+  ;M;0;51
MI10_13  ;RO;/                                           ;Firefox   ;742;18-30;M;1;52
LX       ;AT;/                                           ;Firefox   ;423;51+  ;M;0;52
A11      ;RO;/                                           ;Safari    ;672;31-50;M;1;52
IOS15_6_1;KR;/                                           ;Safari    ;376;31-50;M;0;52
IOS14_7_1;HK;/                                           ;Firefox   ;626;31-50;F;0;53
IOS14_7_1;IT;/                                           ;Safari    ;355;31-50;M;1;53
